# target|version|size|url|name
LilyGo_T3S3_sx1262_room_server|room-server-v1.0.2|1256192|https://github.com/MichTronics/MeshCoreNG/releases/download/room-server-v1.0.2/LilyGo_T3S3_sx1262_room_server-nl-v1.0.2-bff9ec9.bin|LilyGo_T3S3_sx1262_room_server-nl-v1.0.2-bff9ec9.bin
LilyGo_T3S3_sx1276_companion_radio_ble|companion-v1.0.2|1198256|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/LilyGo_T3S3_sx1276_companion_radio_ble-nl-v1.0.2-bff9ec9.bin|LilyGo_T3S3_sx1276_companion_radio_ble-nl-v1.0.2-bff9ec9.bin
LilyGo_T3S3_sx1276_companion_radio_usb|companion-v1.0.2|566528|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/LilyGo_T3S3_sx1276_companion_radio_usb-nl-v1.0.2-bff9ec9.bin|LilyGo_T3S3_sx1276_companion_radio_usb-nl-v1.0.2-bff9ec9.bin
LilyGo_T3S3_sx1276_repeater|repeater-v1.0.2|1264352|https://github.com/MichTronics/MeshCoreNG/releases/download/repeater-v1.0.2/LilyGo_T3S3_sx1276_repeater-nl-v1.0.2-bff9ec9.bin|LilyGo_T3S3_sx1276_repeater-nl-v1.0.2-bff9ec9.bin
LilyGo_T3S3_sx1276_repeater_bridge_espnow|bridge-espnow-v1.0.1|1274736|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-espnow-v1.0.1/LilyGo_T3S3_sx1276_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin|LilyGo_T3S3_sx1276_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin
LilyGo_T3S3_sx1276_repeater_bridge_tcp|bridge-tcp-v1.0.7|1269408|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-tcp-v1.0.7/LilyGo_T3S3_sx1276_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin|LilyGo_T3S3_sx1276_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin
LilyGo_T3S3_sx1276_room_server|room-server-v1.0.2|1252656|https://github.com/MichTronics/MeshCoreNG/releases/download/room-server-v1.0.2/LilyGo_T3S3_sx1276_room_server-nl-v1.0.2-bff9ec9.bin|LilyGo_T3S3_sx1276_room_server-nl-v1.0.2-bff9ec9.bin
LilyGo_TBeam_1W_companion_radio_ble|companion-v1.0.2|1244128|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/LilyGo_TBeam_1W_companion_radio_ble-nl-v1.0.2-bff9ec9.bin|LilyGo_TBeam_1W_companion_radio_ble-nl-v1.0.2-bff9ec9.bin
LilyGo_TBeam_1W_companion_radio_usb|companion-v1.0.2|613088|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/LilyGo_TBeam_1W_companion_radio_usb-nl-v1.0.2-bff9ec9.bin|LilyGo_TBeam_1W_companion_radio_usb-nl-v1.0.2-bff9ec9.bin
LilyGo_TBeam_1W_repeater|repeater-v1.0.2|1306928|https://github.com/MichTronics/MeshCoreNG/releases/download/repeater-v1.0.2/LilyGo_TBeam_1W_repeater-nl-v1.0.2-bff9ec9.bin|LilyGo_TBeam_1W_repeater-nl-v1.0.2-bff9ec9.bin
LilyGo_TBeam_1W_repeater_bridge_espnow|bridge-espnow-v1.0.1|1317232|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-espnow-v1.0.1/LilyGo_TBeam_1W_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin|LilyGo_TBeam_1W_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin
LilyGo_TBeam_1W_repeater_bridge_rs232|bridge-rs232-v1.0.2|1309168|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-rs232-v1.0.2/LilyGo_TBeam_1W_repeater_bridge_rs232-nl-v1.0.2-bff9ec9.bin|LilyGo_TBeam_1W_repeater_bridge_rs232-nl-v1.0.2-bff9ec9.bin
LilyGo_TBeam_1W_repeater_bridge_tcp|bridge-tcp-v1.0.7|1311840|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-tcp-v1.0.7/LilyGo_TBeam_1W_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin|LilyGo_TBeam_1W_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin
LilyGo_TBeam_1W_room_server|room-server-v1.0.2|1295216|https://github.com/MichTronics/MeshCoreNG/releases/download/room-server-v1.0.2/LilyGo_TBeam_1W_room_server-nl-v1.0.2-bff9ec9.bin|LilyGo_TBeam_1W_room_server-nl-v1.0.2-bff9ec9.bin
LilyGo_TDeck_companion_radio_ble|companion-v1.0.2|1226160|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/LilyGo_TDeck_companion_radio_ble-nl-v1.0.2-bff9ec9.bin|LilyGo_TDeck_companion_radio_ble-nl-v1.0.2-bff9ec9.bin
LilyGo_TDeck_companion_radio_usb|companion-v1.0.2|618176|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/LilyGo_TDeck_companion_radio_usb-nl-v1.0.2-bff9ec9.bin|LilyGo_TDeck_companion_radio_usb-nl-v1.0.2-bff9ec9.bin
LilyGo_TDeck_repeater|repeater-v1.0.2|1293632|https://github.com/MichTronics/MeshCoreNG/releases/download/repeater-v1.0.2/LilyGo_TDeck_repeater-nl-v1.0.2-bff9ec9.bin|LilyGo_TDeck_repeater-nl-v1.0.2-bff9ec9.bin
LilyGo_TDeck_repeater_bridge_rs232|bridge-rs232-v1.0.2|1295920|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-rs232-v1.0.2/LilyGo_TDeck_repeater_bridge_rs232-nl-v1.0.2-bff9ec9.bin|LilyGo_TDeck_repeater_bridge_rs232-nl-v1.0.2-bff9ec9.bin
LilyGo_TDeck_repeater_bridge_tcp|bridge-tcp-v1.0.7|1298480|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-tcp-v1.0.7/LilyGo_TDeck_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin|LilyGo_TDeck_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin
LilyGo_TETH_Elite_sx1262_companion_radio_ble|companion-v1.0.2|1163856|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/LilyGo_TETH_Elite_sx1262_companion_radio_ble-nl-v1.0.2-bff9ec9.bin|LilyGo_TETH_Elite_sx1262_companion_radio_ble-nl-v1.0.2-bff9ec9.bin
LilyGo_TETH_Elite_sx1262_companion_radio_usb|companion-v1.0.2|532224|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/LilyGo_TETH_Elite_sx1262_companion_radio_usb-nl-v1.0.2-bff9ec9.bin|LilyGo_TETH_Elite_sx1262_companion_radio_usb-nl-v1.0.2-bff9ec9.bin
LilyGo_TETH_Elite_sx1262_repeater|repeater-v1.0.2|1236656|https://github.com/MichTronics/MeshCoreNG/releases/download/repeater-v1.0.2/LilyGo_TETH_Elite_sx1262_repeater-nl-v1.0.2-bff9ec9.bin|LilyGo_TETH_Elite_sx1262_repeater-nl-v1.0.2-bff9ec9.bin
LilyGo_TETH_Elite_sx1262_repeater_bridge_rs232|bridge-rs232-v1.0.2|1257712|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-rs232-v1.0.2/LilyGo_TETH_Elite_sx1262_repeater_bridge_rs232-nl-v1.0.2-bff9ec9.bin|LilyGo_TETH_Elite_sx1262_repeater_bridge_rs232-nl-v1.0.2-bff9ec9.bin
LilyGo_TETH_Elite_sx1262_repeater_bridge_tcp|bridge-tcp-v1.0.7|1241488|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-tcp-v1.0.7/LilyGo_TETH_Elite_sx1262_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin|LilyGo_TETH_Elite_sx1262_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin
LilyGo_TETH_Elite_sx1262_room_server|room-server-v1.0.2|1224528|https://github.com/MichTronics/MeshCoreNG/releases/download/room-server-v1.0.2/LilyGo_TETH_Elite_sx1262_room_server-nl-v1.0.2-bff9ec9.bin|LilyGo_TETH_Elite_sx1262_room_server-nl-v1.0.2-bff9ec9.bin
LilyGo_Tlora_C6_repeater_bridge_tcp|bridge-tcp-v1.0.7|1419216|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-tcp-v1.0.7/LilyGo_Tlora_C6_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin|LilyGo_Tlora_C6_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin
LilyGo_TLora_V2_1_1_6_companion_radio_ble|companion-v1.0.2|1876016|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/LilyGo_TLora_V2_1_1_6_companion_radio_ble-nl-v1.0.2-bff9ec9.bin|LilyGo_TLora_V2_1_1_6_companion_radio_ble-nl-v1.0.2-bff9ec9.bin
LilyGo_TLora_V2_1_1_6_companion_radio_usb|companion-v1.0.2|916928|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/LilyGo_TLora_V2_1_1_6_companion_radio_usb-nl-v1.0.2-bff9ec9.bin|LilyGo_TLora_V2_1_1_6_companion_radio_usb-nl-v1.0.2-bff9ec9.bin
LilyGo_TLora_V2_1_1_6_repeater|repeater-v1.0.2|1844768|https://github.com/MichTronics/MeshCoreNG/releases/download/repeater-v1.0.2/LilyGo_TLora_V2_1_1_6_repeater-nl-v1.0.2-bff9ec9.bin|LilyGo_TLora_V2_1_1_6_repeater-nl-v1.0.2-bff9ec9.bin
LilyGo_TLora_V2_1_1_6_repeater_bridge_espnow|bridge-espnow-v1.0.1|1858944|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-espnow-v1.0.1/LilyGo_TLora_V2_1_1_6_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin|LilyGo_TLora_V2_1_1_6_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin
LilyGo_TLora_V2_1_1_6_repeater_bridge_rs232|bridge-rs232-v1.0.2|1850224|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-rs232-v1.0.2/LilyGo_TLora_V2_1_1_6_repeater_bridge_rs232-nl-v1.0.2-bff9ec9.bin|LilyGo_TLora_V2_1_1_6_repeater_bridge_rs232-nl-v1.0.2-bff9ec9.bin
LilyGo_TLora_V2_1_1_6_repeater_bridge_tcp|bridge-tcp-v1.0.7|1855488|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-tcp-v1.0.7/LilyGo_TLora_V2_1_1_6_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin|LilyGo_TLora_V2_1_1_6_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin
LilyGo_TLora_V2_1_1_6_room_server|room-server-v1.0.2|1810736|https://github.com/MichTronics/MeshCoreNG/releases/download/room-server-v1.0.2/LilyGo_TLora_V2_1_1_6_room_server-nl-v1.0.2-bff9ec9.bin|LilyGo_TLora_V2_1_1_6_room_server-nl-v1.0.2-bff9ec9.bin
M5Stack_Unit_C6L_companion_radio_ble|companion-v1.0.2|1482624|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/M5Stack_Unit_C6L_companion_radio_ble-nl-v1.0.2-bff9ec9.bin|M5Stack_Unit_C6L_companion_radio_ble-nl-v1.0.2-bff9ec9.bin
M5Stack_Unit_C6L_companion_radio_usb|companion-v1.0.2|560368|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/M5Stack_Unit_C6L_companion_radio_usb-nl-v1.0.2-bff9ec9.bin|M5Stack_Unit_C6L_companion_radio_usb-nl-v1.0.2-bff9ec9.bin
M5Stack_Unit_C6L_repeater|repeater-v1.0.2|1417776|https://github.com/MichTronics/MeshCoreNG/releases/download/repeater-v1.0.2/M5Stack_Unit_C6L_repeater-nl-v1.0.2-bff9ec9.bin|M5Stack_Unit_C6L_repeater-nl-v1.0.2-bff9ec9.bin
M5Stack_Unit_C6L_repeater_bridge_rs232|bridge-rs232-v1.0.2|1425280|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-rs232-v1.0.2/M5Stack_Unit_C6L_repeater_bridge_rs232-nl-v1.0.2-bff9ec9.bin|M5Stack_Unit_C6L_repeater_bridge_rs232-nl-v1.0.2-bff9ec9.bin
M5Stack_Unit_C6L_repeater_bridge_tcp|bridge-tcp-v1.0.7|1418784|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-tcp-v1.0.7/M5Stack_Unit_C6L_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin|M5Stack_Unit_C6L_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin
M5Stack_Unit_C6L_room_server|room-server-v1.0.2|1403136|https://github.com/MichTronics/MeshCoreNG/releases/download/room-server-v1.0.2/M5Stack_Unit_C6L_room_server-nl-v1.0.2-bff9ec9.bin|M5Stack_Unit_C6L_room_server-nl-v1.0.2-bff9ec9.bin
Meshadventurer_sx1262_companion_radio_ble|companion-v1.0.2|1431584|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/Meshadventurer_sx1262_companion_radio_ble-nl-v1.0.2-bff9ec9.bin|Meshadventurer_sx1262_companion_radio_ble-nl-v1.0.2-bff9ec9.bin
Meshadventurer_sx1262_companion_radio_usb|companion-v1.0.2|560896|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/Meshadventurer_sx1262_companion_radio_usb-nl-v1.0.2-bff9ec9.bin|Meshadventurer_sx1262_companion_radio_usb-nl-v1.0.2-bff9ec9.bin
Meshadventurer_sx1262_repeater|repeater-v1.0.2|1324064|https://github.com/MichTronics/MeshCoreNG/releases/download/repeater-v1.0.2/Meshadventurer_sx1262_repeater-nl-v1.0.2-bff9ec9.bin|Meshadventurer_sx1262_repeater-nl-v1.0.2-bff9ec9.bin
Meshadventurer_sx1262_repeater_bridge_espnow|bridge-espnow-v1.0.1|1334832|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-espnow-v1.0.1/Meshadventurer_sx1262_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin|Meshadventurer_sx1262_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin
Meshadventurer_sx1262_repeater_bridge_tcp|bridge-tcp-v1.0.7|1329008|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-tcp-v1.0.7/Meshadventurer_sx1262_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin|Meshadventurer_sx1262_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin
Meshadventurer_sx1262_room_server|room-server-v1.0.2|1312640|https://github.com/MichTronics/MeshCoreNG/releases/download/room-server-v1.0.2/Meshadventurer_sx1262_room_server-nl-v1.0.2-bff9ec9.bin|Meshadventurer_sx1262_room_server-nl-v1.0.2-bff9ec9.bin
Meshadventurer_sx1268_companion_radio_ble|companion-v1.0.2|1431568|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/Meshadventurer_sx1268_companion_radio_ble-nl-v1.0.2-bff9ec9.bin|Meshadventurer_sx1268_companion_radio_ble-nl-v1.0.2-bff9ec9.bin
Meshadventurer_sx1268_companion_radio_usb|companion-v1.0.2|560896|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/Meshadventurer_sx1268_companion_radio_usb-nl-v1.0.2-bff9ec9.bin|Meshadventurer_sx1268_companion_radio_usb-nl-v1.0.2-bff9ec9.bin
Meshadventurer_sx1268_repeater|repeater-v1.0.2|1324048|https://github.com/MichTronics/MeshCoreNG/releases/download/repeater-v1.0.2/Meshadventurer_sx1268_repeater-nl-v1.0.2-bff9ec9.bin|Meshadventurer_sx1268_repeater-nl-v1.0.2-bff9ec9.bin
Meshadventurer_sx1268_repeater_bridge_espnow|bridge-espnow-v1.0.1|1334816|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-espnow-v1.0.1/Meshadventurer_sx1268_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin|Meshadventurer_sx1268_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin
Meshadventurer_sx1268_repeater_bridge_tcp|bridge-tcp-v1.0.7|1328992|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-tcp-v1.0.7/Meshadventurer_sx1268_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin|Meshadventurer_sx1268_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin
Meshadventurer_sx1268_room_server|room-server-v1.0.2|1312624|https://github.com/MichTronics/MeshCoreNG/releases/download/room-server-v1.0.2/Meshadventurer_sx1268_room_server-nl-v1.0.2-bff9ec9.bin|Meshadventurer_sx1268_room_server-nl-v1.0.2-bff9ec9.bin
Meshimi_repeater_bridge_tcp|bridge-tcp-v1.0.7|1420352|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-tcp-v1.0.7/Meshimi_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin|Meshimi_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin
nibble_screen_connect_companion_radio_ble|companion-v1.0.2|1195632|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/nibble_screen_connect_companion_radio_ble-nl-v1.0.2-bff9ec9.bin|nibble_screen_connect_companion_radio_ble-nl-v1.0.2-bff9ec9.bin
nibble_screen_connect_companion_radio_usb|companion-v1.0.2|563792|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/nibble_screen_connect_companion_radio_usb-nl-v1.0.2-bff9ec9.bin|nibble_screen_connect_companion_radio_usb-nl-v1.0.2-bff9ec9.bin
nibble_screen_connect_repeater|repeater-v1.0.2|1255952|https://github.com/MichTronics/MeshCoreNG/releases/download/repeater-v1.0.2/nibble_screen_connect_repeater-nl-v1.0.2-bff9ec9.bin|nibble_screen_connect_repeater-nl-v1.0.2-bff9ec9.bin
nibble_screen_connect_repeater_bridge_espnow|bridge-espnow-v1.0.1|1266272|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-espnow-v1.0.1/nibble_screen_connect_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin|nibble_screen_connect_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin
nibble_screen_connect_repeater_bridge_rs232|bridge-rs232-v1.0.2|1264208|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-rs232-v1.0.2/nibble_screen_connect_repeater_bridge_rs232-nl-v1.0.2-bff9ec9.bin|nibble_screen_connect_repeater_bridge_rs232-nl-v1.0.2-bff9ec9.bin
nibble_screen_connect_repeater_bridge_tcp|bridge-tcp-v1.0.7|1261088|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-tcp-v1.0.7/nibble_screen_connect_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin|nibble_screen_connect_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin
nibble_screen_connect_room_server|room-server-v1.0.2|1244160|https://github.com/MichTronics/MeshCoreNG/releases/download/room-server-v1.0.2/nibble_screen_connect_room_server-nl-v1.0.2-bff9ec9.bin|nibble_screen_connect_room_server-nl-v1.0.2-bff9ec9.bin
RAK_3112_companion_radio_ble|companion-v1.0.2|1253456|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/RAK_3112_companion_radio_ble-nl-v1.0.2-bff9ec9.bin|RAK_3112_companion_radio_ble-nl-v1.0.2-bff9ec9.bin
RAK_3112_companion_radio_usb|companion-v1.0.2|620320|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/RAK_3112_companion_radio_usb-nl-v1.0.2-bff9ec9.bin|RAK_3112_companion_radio_usb-nl-v1.0.2-bff9ec9.bin
RAK_3112_repeater|repeater-v1.0.2|1324400|https://github.com/MichTronics/MeshCoreNG/releases/download/repeater-v1.0.2/RAK_3112_repeater-nl-v1.0.2-bff9ec9.bin|RAK_3112_repeater-nl-v1.0.2-bff9ec9.bin
RAK_3112_repeater_bridge_espnow|bridge-espnow-v1.0.1|1334848|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-espnow-v1.0.1/RAK_3112_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin|RAK_3112_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin
RAK_3112_repeater_bridge_rs232|bridge-rs232-v1.0.2|1326672|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-rs232-v1.0.2/RAK_3112_repeater_bridge_rs232-nl-v1.0.2-bff9ec9.bin|RAK_3112_repeater_bridge_rs232-nl-v1.0.2-bff9ec9.bin
RAK_3112_repeater_bridge_tcp|bridge-tcp-v1.0.7|1329504|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-tcp-v1.0.7/RAK_3112_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin|RAK_3112_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin
RAK_3112_room_server|room-server-v1.0.2|1312672|https://github.com/MichTronics/MeshCoreNG/releases/download/room-server-v1.0.2/RAK_3112_room_server-nl-v1.0.2-bff9ec9.bin|RAK_3112_room_server-nl-v1.0.2-bff9ec9.bin
Station_G2_companion_radio_ble|companion-v1.0.2|1302416|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/Station_G2_companion_radio_ble-nl-v1.0.2-bff9ec9.bin|Station_G2_companion_radio_ble-nl-v1.0.2-bff9ec9.bin
Station_G2_companion_radio_usb|companion-v1.0.2|692464|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/Station_G2_companion_radio_usb-nl-v1.0.2-bff9ec9.bin|Station_G2_companion_radio_usb-nl-v1.0.2-bff9ec9.bin
Station_G2_logging_repeater|repeater-v1.0.2|1358336|https://github.com/MichTronics/MeshCoreNG/releases/download/repeater-v1.0.2/Station_G2_logging_repeater-nl-v1.0.2-bff9ec9.bin|Station_G2_logging_repeater-nl-v1.0.2-bff9ec9.bin
Station_G2_logging_repeater_bridge_espnow|bridge-espnow-v1.0.1|1368768|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-espnow-v1.0.1/Station_G2_logging_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin|Station_G2_logging_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin
Station_G2_logging_repeater_bridge_tcp|bridge-tcp-v1.0.7|1363520|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-tcp-v1.0.7/Station_G2_logging_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin|Station_G2_logging_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin
Station_G2_repeater|repeater-v1.0.2|1357744|https://github.com/MichTronics/MeshCoreNG/releases/download/repeater-v1.0.2/Station_G2_repeater-nl-v1.0.2-bff9ec9.bin|Station_G2_repeater-nl-v1.0.2-bff9ec9.bin
Station_G2_repeater_bridge_espnow|bridge-espnow-v1.0.1|1368224|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-espnow-v1.0.1/Station_G2_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin|Station_G2_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin
Station_G2_repeater_bridge_tcp|bridge-tcp-v1.0.7|1362960|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-tcp-v1.0.7/Station_G2_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin|Station_G2_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin
Station_G2_room_server|room-server-v1.0.2|1345872|https://github.com/MichTronics/MeshCoreNG/releases/download/room-server-v1.0.2/Station_G2_room_server-nl-v1.0.2-bff9ec9.bin|Station_G2_room_server-nl-v1.0.2-bff9ec9.bin
T_Beam_S3_Supreme_SX1262_companion_radio_ble|companion-v1.0.2|1246496|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/T_Beam_S3_Supreme_SX1262_companion_radio_ble-nl-v1.0.2-bff9ec9.bin|T_Beam_S3_Supreme_SX1262_companion_radio_ble-nl-v1.0.2-bff9ec9.bin
T_Beam_S3_Supreme_SX1262_repeater|repeater-v1.0.2|1306608|https://github.com/MichTronics/MeshCoreNG/releases/download/repeater-v1.0.2/T_Beam_S3_Supreme_SX1262_repeater-nl-v1.0.2-bff9ec9.bin|T_Beam_S3_Supreme_SX1262_repeater-nl-v1.0.2-bff9ec9.bin
T_Beam_S3_Supreme_SX1262_repeater_bridge_espnow|bridge-espnow-v1.0.1|1317040|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-espnow-v1.0.1/T_Beam_S3_Supreme_SX1262_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin|T_Beam_S3_Supreme_SX1262_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin
T_Beam_S3_Supreme_SX1262_repeater_bridge_tcp|bridge-tcp-v1.0.7|1311712|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-tcp-v1.0.7/T_Beam_S3_Supreme_SX1262_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin|T_Beam_S3_Supreme_SX1262_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin
T_Beam_S3_Supreme_SX1262_room_server|room-server-v1.0.2|1295120|https://github.com/MichTronics/MeshCoreNG/releases/download/room-server-v1.0.2/T_Beam_S3_Supreme_SX1262_room_server-nl-v1.0.2-bff9ec9.bin|T_Beam_S3_Supreme_SX1262_room_server-nl-v1.0.2-bff9ec9.bin
Tbeam_SX1262_companion_radio_ble|companion-v1.0.2|1465056|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/Tbeam_SX1262_companion_radio_ble-nl-v1.0.2-bff9ec9.bin|Tbeam_SX1262_companion_radio_ble-nl-v1.0.2-bff9ec9.bin
Tbeam_SX1262_repeater|repeater-v1.0.2|1362272|https://github.com/MichTronics/MeshCoreNG/releases/download/repeater-v1.0.2/Tbeam_SX1262_repeater-nl-v1.0.2-bff9ec9.bin|Tbeam_SX1262_repeater-nl-v1.0.2-bff9ec9.bin
Tbeam_SX1262_repeater_bridge_espnow|bridge-espnow-v1.0.1|1373184|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-espnow-v1.0.1/Tbeam_SX1262_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin|Tbeam_SX1262_repeater_bridge_espnow-nl-v1.0.1-bff9ec9.bin
Tbeam_SX1262_repeater_bridge_tcp|bridge-tcp-v1.0.7|1367504|https://github.com/MichTronics/MeshCoreNG/releases/download/bridge-tcp-v1.0.7/Tbeam_SX1262_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin|Tbeam_SX1262_repeater_bridge_tcp-nl-v1.0.7-bff9ec9.bin
Tbeam_SX1262_room_server|room-server-v1.0.2|1350336|https://github.com/MichTronics/MeshCoreNG/releases/download/room-server-v1.0.2/Tbeam_SX1262_room_server-nl-v1.0.2-bff9ec9.bin|Tbeam_SX1262_room_server-nl-v1.0.2-bff9ec9.bin
Tbeam_SX1276_companion_radio_ble|companion-v1.0.2|1460880|https://github.com/MichTronics/MeshCoreNG/releases/download/companion-v1.0.2/Tbeam_SX1276_companion_radio_ble-nl-v1.0.2-bff9ec9.bin|Tbeam_SX1276_companion_radio_ble-nl-v1.0.2-bff9ec9.bin
Tbeam_SX1276_repeater|repeater-v1.0.2|1358000|https://github.com/MichTronics/MeshCoreNG/releases/download/repeater-v1.0.2/Tbeam_SX1276_repeater-nl-v1.0.2-bff9ec9.bin|Tbeam_SX1276_repeater-nl-v1.0.2-bff9ec9.bin
